DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20060204,04/02/2006,7,Saturday,Sábado,Samedi,4,35,6,February,Febrero,Février,2,1,2006,1,3,2006,2
20060205,05/02/2006,1,Sunday,Domingo,Dimanche,5,36,6,February,Febrero,Février,2,1,2006,1,3,2006,2
20060206,06/02/2006,2,Monday,Lunes,Lundi,6,37,6,February,Febrero,Février,2,1,2006,1,3,2006,2
20060207,07/02/2006,3,Tuesday,Martes,Mardi,7,38,6,February,Febrero,Février,2,1,2006,1,3,2006,2
20060208,08/02/2006,4,Wednesday,Miércoles,Mercredi,8,39,6,February,Febrero,Février,2,1,2006,1,3,2006,2
20060209,09/02/2006,5,Thursday,Jueves,Jeudi,9,40,6,February,Febrero,Février,2,1,2006,1,3,2006,2
20060210,10/02/2006,6,Friday,Viernes,Vendredi,10,41,7,February,Febrero,Février,2,1,2006,1,3,2006,2
20060211,11/02/2006,7,Saturday,Sábado,Samedi,11,42,7,February,Febrero,Février,2,1,2006,1,3,2006,2
20060212,12/02/2006,1,Sunday,Domingo,Dimanche,12,43,7,February,Febrero,Février,2,1,2006,1,3,2006,2
20060213,13/02/2006,2,Monday,Lunes,Lundi,13,44,7,February,Febrero,Février,2,1,2006,1,3,2006,2
20060214,14/02/2006,3,Tuesday,Martes,Mardi,14,45,7,February,Febrero,Février,2,1,2006,1,3,2006,2
20060215,15/02/2006,4,Wednesday,Miércoles,Mercredi,15,46,7,February,Febrero,Février,2,1,2006,1,3,2006,2
20060216,16/02/2006,5,Thursday,Jueves,Jeudi,16,47,7,February,Febrero,Février,2,1,2006,1,3,2006,2
20060217,17/02/2006,6,Friday,Viernes,Vendredi,17,48,8,February,Febrero,Février,2,1,2006,1,3,2006,2
20060218,18/02/2006,7,Saturday,Sábado,Samedi,18,49,8,February,Febrero,Février,2,1,2006,1,3,2006,2
20060219,19/02/2006,1,Sunday,Domingo,Dimanche,19,50,8,February,Febrero,Février,2,1,2006,1,3,2006,2
20060220,20/02/2006,2,Monday,Lunes,Lundi,20,51,8,February,Febrero,Février,2,1,2006,1,3,2006,2
20060221,21/02/2006,3,Tuesday,Martes,Mardi,21,52,8,February,Febrero,Février,2,1,2006,1,3,2006,2
20060222,22/02/2006,4,Wednesday,Miércoles,Mercredi,22,53,8,February,Febrero,Février,2,1,2006,1,3,2006,2
20060223,23/02/2006,5,Thursday,Jueves,Jeudi,23,54,8,February,Febrero,Février,2,1,2006,1,3,2006,2
20060224,24/02/2006,6,Friday,Viernes,Vendredi,24,55,9,February,Febrero,Février,2,1,2006,1,3,2006,2
20060225,25/02/2006,7,Saturday,Sábado,Samedi,25,56,9,February,Febrero,Février,2,1,2006,1,3,2006,2
20060226,26/02/2006,1,Sunday,Domingo,Dimanche,26,57,9,February,Febrero,Février,2,1,2006,1,3,2006,2
20060227,27/02/2006,2,Monday,Lunes,Lundi,27,58,9,February,Febrero,Février,2,1,2006,1,3,2006,2
20060228,28/02/2006,3,Tuesday,Martes,Mardi,28,59,9,February,Febrero,Février,2,1,2006,1,3,2006,2
20060301,01/03/2006,4,Wednesday,Miércoles,Mercredi,1,60,9,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060302,02/03/2006,5,Thursday,Jueves,Jeudi,2,61,9,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060303,03/03/2006,6,Friday,Viernes,Vendredi,3,62,10,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060304,04/03/2006,7,Saturday,Sábado,Samedi,4,63,10,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060305,05/03/2006,1,Sunday,Domingo,Dimanche,5,64,10,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060306,06/03/2006,2,Monday,Lunes,Lundi,6,65,10,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060307,07/03/2006,3,Tuesday,Martes,Mardi,7,66,10,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060308,08/03/2006,4,Wednesday,Miércoles,Mercredi,8,67,10,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060309,09/03/2006,5,Thursday,Jueves,Jeudi,9,68,10,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060310,10/03/2006,6,Friday,Viernes,Vendredi,10,69,11,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060311,11/03/2006,7,Saturday,Sábado,Samedi,11,70,11,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060312,12/03/2006,1,Sunday,Domingo,Dimanche,12,71,11,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060313,13/03/2006,2,Monday,Lunes,Lundi,13,72,11,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060314,14/03/2006,3,Tuesday,Martes,Mardi,14,73,11,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060315,15/03/2006,4,Wednesday,Miércoles,Mercredi,15,74,11,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060316,16/03/2006,5,Thursday,Jueves,Jeudi,16,75,11,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060317,17/03/2006,6,Friday,Viernes,Vendredi,17,76,12,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060318,18/03/2006,7,Saturday,Sábado,Samedi,18,77,12,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060319,19/03/2006,1,Sunday,Domingo,Dimanche,19,78,12,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060320,20/03/2006,2,Monday,Lunes,Lundi,20,79,12,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060321,21/03/2006,3,Tuesday,Martes,Mardi,21,80,12,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060322,22/03/2006,4,Wednesday,Miércoles,Mercredi,22,81,12,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060323,23/03/2006,5,Thursday,Jueves,Jeudi,23,82,12,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060324,24/03/2006,6,Friday,Viernes,Vendredi,24,83,13,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060325,25/03/2006,7,Saturday,Sábado,Samedi,25,84,13,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060326,26/03/2006,1,Sunday,Domingo,Dimanche,26,85,13,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060327,27/03/2006,2,Monday,Lunes,Lundi,27,86,13,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060328,28/03/2006,3,Tuesday,Martes,Mardi,28,87,13,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060329,29/03/2006,4,Wednesday,Miércoles,Mercredi,29,88,13,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060330,30/03/2006,5,Thursday,Jueves,Jeudi,30,89,13,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060331,31/03/2006,6,Friday,Viernes,Vendredi,31,90,14,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060401,01/04/2006,7,Saturday,Sábado,Samedi,1,91,14,April,Abril,Avril,4,2,2006,1,4,2006,2
20060402,02/04/2006,1,Sunday,Domingo,Dimanche,2,92,14,April,Abril,Avril,4,2,2006,1,4,2006,2
20060403,03/04/2006,2,Monday,Lunes,Lundi,3,93,14,April,Abril,Avril,4,2,2006,1,4,2006,2
20060404,04/04/2006,3,Tuesday,Martes,Mardi,4,94,14,April,Abril,Avril,4,2,2006,1,4,2006,2
20060405,05/04/2006,4,Wednesday,Miércoles,Mercredi,5,95,14,April,Abril,Avril,4,2,2006,1,4,2006,2
20060406,06/04/2006,5,Thursday,Jueves,Jeudi,6,96,14,April,Abril,Avril,4,2,2006,1,4,2006,2
20060407,07/04/2006,6,Friday,Viernes,Vendredi,7,97,15,April,Abril,Avril,4,2,2006,1,4,2006,2
20060408,08/04/2006,7,Saturday,Sábado,Samedi,8,98,15,April,Abril,Avril,4,2,2006,1,4,2006,2
20060409,09/04/2006,1,Sunday,Domingo,Dimanche,9,99,15,April,Abril,Avril,4,2,2006,1,4,2006,2
20060410,10/04/2006,2,Monday,Lunes,Lundi,10,100,15,April,Abril,Avril,4,2,2006,1,4,2006,2
20060411,11/04/2006,3,Tuesday,Martes,Mardi,11,101,15,April,Abril,Avril,4,2,2006,1,4,2006,2
20060412,12/04/2006,4,Wednesday,Miércoles,Mercredi,12,102,15,April,Abril,Avril,4,2,2006,1,4,2006,2
20060413,13/04/2006,5,Thursday,Jueves,Jeudi,13,103,15,April,Abril,Avril,4,2,2006,1,4,2006,2
20060414,14/04/2006,6,Friday,Viernes,Vendredi,14,104,16,April,Abril,Avril,4,2,2006,1,4,2006,2
20060415,15/04/2006,7,Saturday,Sábado,Samedi,15,105,16,April,Abril,Avril,4,2,2006,1,4,2006,2
20060416,16/04/2006,1,Sunday,Domingo,Dimanche,16,106,16,April,Abril,Avril,4,2,2006,1,4,2006,2
20060417,17/04/2006,2,Monday,Lunes,Lundi,17,107,16,April,Abril,Avril,4,2,2006,1,4,2006,2
20060418,18/04/2006,3,Tuesday,Martes,Mardi,18,108,16,April,Abril,Avril,4,2,2006,1,4,2006,2
20060419,19/04/2006,4,Wednesday,Miércoles,Mercredi,19,109,16,April,Abril,Avril,4,2,2006,1,4,2006,2
20060420,20/04/2006,5,Thursday,Jueves,Jeudi,20,110,16,April,Abril,Avril,4,2,2006,1,4,2006,2
20060421,21/04/2006,6,Friday,Viernes,Vendredi,21,111,17,April,Abril,Avril,4,2,2006,1,4,2006,2
20060422,22/04/2006,7,Saturday,Sábado,Samedi,22,112,17,April,Abril,Avril,4,2,2006,1,4,2006,2
20060423,23/04/2006,1,Sunday,Domingo,Dimanche,23,113,17,April,Abril,Avril,4,2,2006,1,4,2006,2
20060424,24/04/2006,2,Monday,Lunes,Lundi,24,114,17,April,Abril,Avril,4,2,2006,1,4,2006,2
20060425,25/04/2006,3,Tuesday,Martes,Mardi,25,115,17,April,Abril,Avril,4,2,2006,1,4,2006,2
20060426,26/04/2006,4,Wednesday,Miércoles,Mercredi,26,116,17,April,Abril,Avril,4,2,2006,1,4,2006,2
20060427,27/04/2006,5,Thursday,Jueves,Jeudi,27,117,17,April,Abril,Avril,4,2,2006,1,4,2006,2
20060428,28/04/2006,6,Friday,Viernes,Vendredi,28,118,18,April,Abril,Avril,4,2,2006,1,4,2006,2
20060429,29/04/2006,7,Saturday,Sábado,Samedi,29,119,18,April,Abril,Avril,4,2,2006,1,4,2006,2
20060430,30/04/2006,1,Sunday,Domingo,Dimanche,30,120,18,April,Abril,Avril,4,2,2006,1,4,2006,2
20060501,01/05/2006,2,Monday,Lunes,Lundi,1,121,18,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060502,02/05/2006,3,Tuesday,Martes,Mardi,2,122,18,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060503,03/05/2006,4,Wednesday,Miércoles,Mercredi,3,123,18,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060504,04/05/2006,5,Thursday,Jueves,Jeudi,4,124,18,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060505,05/05/2006,6,Friday,Viernes,Vendredi,5,125,19,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060506,06/05/2006,7,Saturday,Sábado,Samedi,6,126,19,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060507,07/05/2006,1,Sunday,Domingo,Dimanche,7,127,19,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060508,08/05/2006,2,Monday,Lunes,Lundi,8,128,19,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060509,09/05/2006,3,Tuesday,Martes,Mardi,9,129,19,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060510,10/05/2006,4,Wednesday,Miércoles,Mercredi,10,130,19,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060511,11/05/2006,5,Thursday,Jueves,Jeudi,11,131,19,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060512,12/05/2006,6,Friday,Viernes,Vendredi,12,132,20,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060513,13/05/2006,7,Saturday,Sábado,Samedi,13,133,20,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060514,14/05/2006,1,Sunday,Domingo,Dimanche,14,134,20,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060515,15/05/2006,2,Monday,Lunes,Lundi,15,135,20,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060516,16/05/2006,3,Tuesday,Martes,Mardi,16,136,20,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060517,17/05/2006,4,Wednesday,Miércoles,Mercredi,17,137,20,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060518,18/05/2006,5,Thursday,Jueves,Jeudi,18,138,20,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060519,19/05/2006,6,Friday,Viernes,Vendredi,19,139,21,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060520,20/05/2006,7,Saturday,Sábado,Samedi,20,140,21,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060521,21/05/2006,1,Sunday,Domingo,Dimanche,21,141,21,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060522,22/05/2006,2,Monday,Lunes,Lundi,22,142,21,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060523,23/05/2006,3,Tuesday,Martes,Mardi,23,143,21,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060524,24/05/2006,4,Wednesday,Miércoles,Mercredi,24,144,21,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060525,25/05/2006,5,Thursday,Jueves,Jeudi,25,145,21,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060526,26/05/2006,6,Friday,Viernes,Vendredi,26,146,22,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060527,27/05/2006,7,Saturday,Sábado,Samedi,27,147,22,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060528,28/05/2006,1,Sunday,Domingo,Dimanche,28,148,22,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060529,29/05/2006,2,Monday,Lunes,Lundi,29,149,22,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060530,30/05/2006,3,Tuesday,Martes,Mardi,30,150,22,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060531,31/05/2006,4,Wednesday,Miércoles,Mercredi,31,151,22,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060601,01/06/2006,5,Thursday,Jueves,Jeudi,1,152,22,June,Junio,Juin,6,2,2006,1,4,2006,2
20060602,02/06/2006,6,Friday,Viernes,Vendredi,2,153,23,June,Junio,Juin,6,2,2006,1,4,2006,2
20060603,03/06/2006,7,Saturday,Sábado,Samedi,3,154,23,June,Junio,Juin,6,2,2006,1,4,2006,2
20060604,04/06/2006,1,Sunday,Domingo,Dimanche,4,155,23,June,Junio,Juin,6,2,2006,1,4,2006,2
20060605,05/06/2006,2,Monday,Lunes,Lundi,5,156,23,June,Junio,Juin,6,2,2006,1,4,2006,2
20060606,06/06/2006,3,Tuesday,Martes,Mardi,6,157,23,June,Junio,Juin,6,2,2006,1,4,2006,2
20060607,07/06/2006,4,Wednesday,Miércoles,Mercredi,7,158,23,June,Junio,Juin,6,2,2006,1,4,2006,2
20060608,08/06/2006,5,Thursday,Jueves,Jeudi,8,159,23,June,Junio,Juin,6,2,2006,1,4,2006,2
20060609,09/06/2006,6,Friday,Viernes,Vendredi,9,160,24,June,Junio,Juin,6,2,2006,1,4,2006,2
20060610,10/06/2006,7,Saturday,Sábado,Samedi,10,161,24,June,Junio,Juin,6,2,2006,1,4,2006,2
20060611,11/06/2006,1,Sunday,Domingo,Dimanche,11,162,24,June,Junio,Juin,6,2,2006,1,4,2006,2
20060612,12/06/2006,2,Monday,Lunes,Lundi,12,163,24,June,Junio,Juin,6,2,2006,1,4,2006,2
20060613,13/06/2006,3,Tuesday,Martes,Mardi,13,164,24,June,Junio,Juin,6,2,2006,1,4,2006,2
20060614,14/06/2006,4,Wednesday,Miércoles,Mercredi,14,165,24,June,Junio,Juin,6,2,2006,1,4,2006,2
20060615,15/06/2006,5,Thursday,Jueves,Jeudi,15,166,24,June,Junio,Juin,6,2,2006,1,4,2006,2
20060616,16/06/2006,6,Friday,Viernes,Vendredi,16,167,25,June,Junio,Juin,6,2,2006,1,4,2006,2
20060617,17/06/2006,7,Saturday,Sábado,Samedi,17,168,25,June,Junio,Juin,6,2,2006,1,4,2006,2
20060618,18/06/2006,1,Sunday,Domingo,Dimanche,18,169,25,June,Junio,Juin,6,2,2006,1,4,2006,2
20060619,19/06/2006,2,Monday,Lunes,Lundi,19,170,25,June,Junio,Juin,6,2,2006,1,4,2006,2
20060620,20/06/2006,3,Tuesday,Martes,Mardi,20,171,25,June,Junio,Juin,6,2,2006,1,4,2006,2
20060621,21/06/2006,4,Wednesday,Miércoles,Mercredi,21,172,25,June,Junio,Juin,6,2,2006,1,4,2006,2
20060622,22/06/2006,5,Thursday,Jueves,Jeudi,22,173,25,June,Junio,Juin,6,2,2006,1,4,2006,2
20060623,23/06/2006,6,Friday,Viernes,Vendredi,23,174,26,June,Junio,Juin,6,2,2006,1,4,2006,2
20060624,24/06/2006,7,Saturday,Sábado,Samedi,24,175,26,June,Junio,Juin,6,2,2006,1,4,2006,2
20060625,25/06/2006,1,Sunday,Domingo,Dimanche,25,176,26,June,Junio,Juin,6,2,2006,1,4,2006,2
20060626,26/06/2006,2,Monday,Lunes,Lundi,26,177,26,June,Junio,Juin,6,2,2006,1,4,2006,2
20060627,27/06/2006,3,Tuesday,Martes,Mardi,27,178,26,June,Junio,Juin,6,2,2006,1,4,2006,2
20060628,28/06/2006,4,Wednesday,Miércoles,Mercredi,28,179,26,June,Junio,Juin,6,2,2006,1,4,2006,2
20060629,29/06/2006,5,Thursday,Jueves,Jeudi,29,180,26,June,Junio,Juin,6,2,2006,1,4,2006,2
20060630,30/06/2006,6,Friday,Viernes,Vendredi,30,181,27,June,Junio,Juin,6,2,2006,1,4,2006,2
20060701,01/07/2006,7,Saturday,Sábado,Samedi,1,182,27,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060702,02/07/2006,1,Sunday,Domingo,Dimanche,2,183,27,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060703,03/07/2006,2,Monday,Lunes,Lundi,3,184,27,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060704,04/07/2006,3,Tuesday,Martes,Mardi,4,185,27,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060705,05/07/2006,4,Wednesday,Miércoles,Mercredi,5,186,27,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060706,06/07/2006,5,Thursday,Jueves,Jeudi,6,187,27,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060707,07/07/2006,6,Friday,Viernes,Vendredi,7,188,28,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060708,08/07/2006,7,Saturday,Sábado,Samedi,8,189,28,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060709,09/07/2006,1,Sunday,Domingo,Dimanche,9,190,28,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060710,10/07/2006,2,Monday,Lunes,Lundi,10,191,28,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060711,11/07/2006,3,Tuesday,Martes,Mardi,11,192,28,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060712,12/07/2006,4,Wednesday,Miércoles,Mercredi,12,193,28,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060713,13/07/2006,5,Thursday,Jueves,Jeudi,13,194,28,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060714,14/07/2006,6,Friday,Viernes,Vendredi,14,195,29,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060715,15/07/2006,7,Saturday,Sábado,Samedi,15,196,29,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060716,16/07/2006,1,Sunday,Domingo,Dimanche,16,197,29,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060717,17/07/2006,2,Monday,Lunes,Lundi,17,198,29,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060718,18/07/2006,3,Tuesday,Martes,Mardi,18,199,29,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060719,19/07/2006,4,Wednesday,Miércoles,Mercredi,19,200,29,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060720,20/07/2006,5,Thursday,Jueves,Jeudi,20,201,29,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060721,21/07/2006,6,Friday,Viernes,Vendredi,21,202,30,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060722,22/07/2006,7,Saturday,Sábado,Samedi,22,203,30,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060723,23/07/2006,1,Sunday,Domingo,Dimanche,23,204,30,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060724,24/07/2006,2,Monday,Lunes,Lundi,24,205,30,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060725,25/07/2006,3,Tuesday,Martes,Mardi,25,206,30,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060726,26/07/2006,4,Wednesday,Miércoles,Mercredi,26,207,30,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060727,27/07/2006,5,Thursday,Jueves,Jeudi,27,208,30,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060728,28/07/2006,6,Friday,Viernes,Vendredi,28,209,31,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060729,29/07/2006,7,Saturday,Sábado,Samedi,29,210,31,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060730,30/07/2006,1,Sunday,Domingo,Dimanche,30,211,31,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060731,31/07/2006,2,Monday,Lunes,Lundi,31,212,31,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060801,01/08/2006,3,Tuesday,Martes,Mardi,1,213,31,August,Agosto,Août,8,3,2006,2,1,2007,1
20060802,02/08/2006,4,Wednesday,Miércoles,Mercredi,2,214,31,August,Agosto,Août,8,3,2006,2,1,2007,1
20060803,03/08/2006,5,Thursday,Jueves,Jeudi,3,215,31,August,Agosto,Août,8,3,2006,2,1,2007,1
20060804,04/08/2006,6,Friday,Viernes,Vendredi,4,216,32,August,Agosto,Août,8,3,2006,2,1,2007,1
20060805,05/08/2006,7,Saturday,Sábado,Samedi,5,217,32,August,Agosto,Août,8,3,2006,2,1,2007,1
20060806,06/08/2006,1,Sunday,Domingo,Dimanche,6,218,32,August,Agosto,Août,8,3,2006,2,1,2007,1
20060807,07/08/2006,2,Monday,Lunes,Lundi,7,219,32,August,Agosto,Août,8,3,2006,2,1,2007,1
20060808,08/08/2006,3,Tuesday,Martes,Mardi,8,220,32,August,Agosto,Août,8,3,2006,2,1,2007,1
20060809,09/08/2006,4,Wednesday,Miércoles,Mercredi,9,221,32,August,Agosto,Août,8,3,2006,2,1,2007,1
20060810,10/08/2006,5,Thursday,Jueves,Jeudi,10,222,32,August,Agosto,Août,8,3,2006,2,1,2007,1
20060811,11/08/2006,6,Friday,Viernes,Vendredi,11,223,33,August,Agosto,Août,8,3,2006,2,1,2007,1
20060812,12/08/2006,7,Saturday,Sábado,Samedi,12,224,33,August,Agosto,Août,8,3,2006,2,1,2007,1
20060813,13/08/2006,1,Sunday,Domingo,Dimanche,13,225,33,August,Agosto,Août,8,3,2006,2,1,2007,1
20060814,14/08/2006,2,Monday,Lunes,Lundi,14,226,33,August,Agosto,Août,8,3,2006,2,1,2007,1
20060815,15/08/2006,3,Tuesday,Martes,Mardi,15,227,33,August,Agosto,Août,8,3,2006,2,1,2007,1
20060816,16/08/2006,4,Wednesday,Miércoles,Mercredi,16,228,33,August,Agosto,Août,8,3,2006,2,1,2007,1
20060817,17/08/2006,5,Thursday,Jueves,Jeudi,17,229,33,August,Agosto,Août,8,3,2006,2,1,2007,1
20060818,18/08/2006,6,Friday,Viernes,Vendredi,18,230,34,August,Agosto,Août,8,3,2006,2,1,2007,1
20060819,19/08/2006,7,Saturday,Sábado,Samedi,19,231,34,August,Agosto,Août,8,3,2006,2,1,2007,1
20060820,20/08/2006,1,Sunday,Domingo,Dimanche,20,232,34,August,Agosto,Août,8,3,2006,2,1,2007,1
20060821,21/08/2006,2,Monday,Lunes,Lundi,21,233,34,August,Agosto,Août,8,3,2006,2,1,2007,1
20060822,22/08/2006,3,Tuesday,Martes,Mardi,22,234,34,August,Agosto,Août,8,3,2006,2,1,2007,1
20060823,23/08/2006,4,Wednesday,Miércoles,Mercredi,23,235,34,August,Agosto,Août,8,3,2006,2,1,2007,1
20060824,24/08/2006,5,Thursday,Jueves,Jeudi,24,236,34,August,Agosto,Août,8,3,2006,2,1,2007,1
20060825,25/08/2006,6,Friday,Viernes,Vendredi,25,237,35,August,Agosto,Août,8,3,2006,2,1,2007,1
20060826,26/08/2006,7,Saturday,Sábado,Samedi,26,238,35,August,Agosto,Août,8,3,2006,2,1,2007,1
20060827,27/08/2006,1,Sunday,Domingo,Dimanche,27,239,35,August,Agosto,Août,8,3,2006,2,1,2007,1
20060828,28/08/2006,2,Monday,Lunes,Lundi,28,240,35,August,Agosto,Août,8,3,2006,2,1,2007,1
20060829,29/08/2006,3,Tuesday,Martes,Mardi,29,241,35,August,Agosto,Août,8,3,2006,2,1,2007,1
20060830,30/08/2006,4,Wednesday,Miércoles,Mercredi,30,242,35,August,Agosto,Août,8,3,2006,2,1,2007,1
20060831,31/08/2006,5,Thursday,Jueves,Jeudi,31,243,35,August,Agosto,Août,8,3,2006,2,1,2007,1
20060901,01/09/2006,6,Friday,Viernes,Vendredi,1,244,36,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060902,02/09/2006,7,Saturday,Sábado,Samedi,2,245,36,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060903,03/09/2006,1,Sunday,Domingo,Dimanche,3,246,36,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060904,04/09/2006,2,Monday,Lunes,Lundi,4,247,36,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060905,05/09/2006,3,Tuesday,Martes,Mardi,5,248,36,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060906,06/09/2006,4,Wednesday,Miércoles,Mercredi,6,249,36,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060907,07/09/2006,5,Thursday,Jueves,Jeudi,7,250,36,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060908,08/09/2006,6,Friday,Viernes,Vendredi,8,251,37,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060909,09/09/2006,7,Saturday,Sábado,Samedi,9,252,37,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060910,10/09/2006,1,Sunday,Domingo,Dimanche,10,253,37,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060911,11/09/2006,2,Monday,Lunes,Lundi,11,254,37,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060912,12/09/2006,3,Tuesday,Martes,Mardi,12,255,37,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060913,13/09/2006,4,Wednesday,Miércoles,Mercredi,13,256,37,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060914,14/09/2006,5,Thursday,Jueves,Jeudi,14,257,37,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060915,15/09/2006,6,Friday,Viernes,Vendredi,15,258,38,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060916,16/09/2006,7,Saturday,Sábado,Samedi,16,259,38,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
